CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date,date
881790,NASDAQ:HFFC,0,2021-04-01
881890,NASDAQ:ABAX,0,2021-04-01
881924,NASDAQ:LODG,0,2021-04-01
882071,NYSE:DFP,30.13,2021-04-01
882095,Nasdaq:GILD,65.53,2021-04-01
882104,NASDAQ:PDLI,0,2021-04-01
882150,NYSE:MYN,13.27,2021-04-01
882152,NYSE:MYC,0,2021-04-01
882153,NYSE:MYF,0,2021-04-01
882154,NYSE:POWR,0,2021-04-01
882184,NYSE:DHI,84.49,2021-04-01
882291,Nasdaq:AEMD,21.2,2021-04-01
882300,NYSE:SBI,9.19,2021-04-01
882361,Nasdaq:APTO,58.5,2021-04-01
882378,,0,2021-04-01
882508,Nasdaq:QUIK,8.44,2021-04-01
882796,Nasdaq:BCRX,11.8,2021-04-01
882835,Nasdaq:ROP,401.29,2021-04-01
882859,,0,2021-04-01
883237,NYSE:VRTS,253,2021-04-01
883241,Nasdaq:SNPS,234.43,2021-04-01
883265,NYSE:VGM,13.25,2021-04-01
883293,NYSE:VCI,0,2021-04-01
883369,,0,2021-04-01
883412,NYSE:MYI,13.8,2021-04-01
883522,,0,2021-04-01
883569,Nasdaq:FOSL,13.36,2021-04-01
883618,NYSE:NXP,17.44,2021-04-01
883945,NASDAQ:USAK,0,2021-04-01
883948,NYSE:AUB,38.51,2021-04-01
883975,Nasdaq:MBOT,8.68,2021-04-01
883980,NYSE:FDC,0,2021-04-01
883984,Nasdaq:ICUI,207.39,2021-04-01
884121,NYSE:HQL,20.63,2021-04-01
884144,Nasdaq:ASUR,7.77,2021-04-01
884152,NYSE:OIA,13.02,2021-04-01
884216,NYSE:MYJ,0,2021-04-01
884219,NYSE:VVI,41.68,2021-04-01
884247,Nasdaq:YVR,0,2021-04-01
884269,AMEX:APT,0,2021-04-01
884382,NYSE:PRM,0,2021-04-01
884394,NYSE:SPY,0,2021-04-01
884461,NYSE:LDF,0,2021-04-01
884614,NYSE:UGI,40.79,2021-04-01
884624,Nasdaq:OFIX,44.89,2021-04-01
884713,NYSE:PRMW,16.26,2021-04-01
884731,NASDAQ:ARIA,0,2021-04-01
884847,NYSE:MZTH,0,2021-04-01
884887,NYSE:RCL,88.9,2021-04-01
884905,NYSE:PX,0,2021-04-01
884909,,0,2021-04-01
884940,NASDAQ:SMRTQ,0,2021-04-01
885125,NYSE:IQI,12.83,2021-04-01
885245,NYSE:BKE,40.59,2021-04-01
885275,OTC:WBHC,0,2021-04-01
885306,NASDAQ:CYNO,0,2021-04-01
885307,Nasdaq:JCTCF,10.5,2021-04-01
885322,NASDAQ:ABCW,0,2021-04-01
885462,Nasdaq:GURE,4.26,2021-04-01
885508,Nasdaq:STRS,29.04,2021-04-01
885550,Nasdaq:CACC,371.4,2021-04-01
885590,NYSE:BHC,32.96,2021-04-01
885601,NYSE:IIM,15.46,2021-04-01
885639,NYSE:KSS,58.74,2021-04-01
885672,,0,2021-04-01
885725,NYSE:BSX,38.23,2021-04-01
885731,NYSE:NXN,14.18,2021-04-01
885732,NYSE:NXC,16,2021-04-01
885733,NYSE:NXQ,0,2021-04-01
885734,NYSE:NPM,0,2021-04-01
885740,Nasdaq:SPNS,31.9,2021-04-01
885978,NYSE:USPH,116.85,2021-04-01
885988,NASDAQ:INMD,36.67,2021-04-01
886043,NYSE:MMU,12.8,2021-04-01
886125,NYSE:ALU,0,2021-04-01
886128,Nasdaq:FCEL,15.04,2021-04-01
886136,Nasdaq:SGA,23.73,2021-04-01
886137,NASDAQ:FINL,0,2021-04-01
886163,Nasdaq:LGND,106.18,2021-04-01
886206,NYSE:FC,27.68,2021-04-01
886235,,0,2021-04-01
886346,NYSE:KAI,177.14,2021-04-01
886744,Nasdaq:GERN,1.79,2021-04-01
886977,Nasdaq:MEOH,38.03,2021-04-01
886982,NYSE:GS,339.33,2021-04-01
886986,NYSE:TECK,20.21,2021-04-01
887150,NASDAQ:HAMPQ,0,2021-04-01
887153,AMEX:SIM,0,2021-04-01
887225,NYSE:KEP,10.33,2021-04-01
887226,NASDAQ:PRCP,0,2021-04-01
887343,Nasdaq:COLB,45.64,2021-04-01
887356,,0,2021-04-01
887359,Nasdaq:VCEL,57.66,2021-04-01
887394,NYSE:MQT,13.85,2021-04-01
887396,AMEX:EP,0,2021-04-01
887497,NASDAQ:HITK,0,2021-04-01
887546,NYSE:GCH,0,2021-04-01
887590,NYSE:LBF,0,2021-04-01
887596,Nasdaq:CAKE,58.51,2021-04-01
887701,NYSE:PALDF,0,2021-04-01
887730,NYSE:KEM,0,2021-04-01
887733,Nasdaq:CENT,42.12,2021-04-01
887905,NYSE:LTC,42.43,2021-04-01
887919,Nasdaq:PFC,33.11,2021-04-01
887936,NYSE:FCN,137.15,2021-04-01
887996,,0,2021-04-01
888137,NYSE:JFC,0,2021-04-01
888172,NASDAQ:UBNK,0,2021-04-01
888228,NYSE:KMI,15.78,2021-04-01
888410,NYSE:MCA,0,2021-04-01
888411,NYSE:NXR,0,2021-04-01
888491,NYSE:OHI,36.7,2021-04-01
888504,NASDAQ:LAYN,0,2021-04-01
888721,Nasdaq:TRIB,22.9,2021-04-01
888746,NYSE:CCU,18.62,2021-04-01
888919,NYSE:HCC,17.71,2021-04-01
888953,NASDAQ:ORCC,0,2021-04-01
889057,,0,2021-04-01
889132,NYSE:PKX,67.19,2021-04-01
889331,Nasdaq:LFUS,260.76,2021-04-01
889348,AMEX:CVU,0,2021-04-01
889423,NASDAQ:SATCQ,0,2021-04-01
889609,Nasdaq:CPSS,4.24,2021-04-01
889900,Nasdaq:PTEN,7.58,2021-04-01
889930,NASDAQ:OVRL,0,2021-04-01
889936,NYSE:PVTD,0,2021-04-01
889971,Nasdaq:LPTH,3.37,2021-04-01
890066,Nasdaq:GLBZ,12.09,2021-04-01
890119,NYSE:NIM,10.49,2021-04-01
890196,NYSE:MQY,15.52,2021-04-01
890229,,0,2021-04-01
890264,NASDAQ:EXA,0,2021-04-01
890319,NYSE:TCO,0,2021-04-01
890393,NYSE:MIY,14.47,2021-04-01
890394,Nasdaq:PRSO,160.8,2021-04-01
890447,Nasdaq:VTNR,1.58,2021-04-01
890449,,0,2021-04-01
890465,NASDAQ:NPSP,0,2021-04-01
890491,NYSE:BKS,0,2021-04-01
890541,NYSE:BLX,15.66,2021-04-01
890564,NYSE:ASGN,98.94,2021-04-01
890801,NASDAQ:MCFE,0,2021-04-01
890821,Nasdaq:ENVB,176,2021-04-01
890846,NASDAQ:UPI,0,2021-04-01
890926,NYSE:RDN,22.12,2021-04-01
891014,NYSE:MTX,76.74,2021-04-01
891024,Nasdaq:PDCO,32.12,2021-04-01
891038,NYSE:MPA,14.52,2021-04-01
891103,NASDAQ:MTCH,154.89,2021-04-01
891166,NYSE:UVE,15.14,2021-04-01
891188,NYSE:MFT,0,2021-04-01
891288,NASDAQ:QCOR,0,2021-04-01
891290,NYSE:RFI,14.12,2021-04-01
891293,Nasdaq:CTIC,0,2021-04-01
891456,NYSE:PXP,0,2021-04-01
891478,NYSE:BSBR,6.95,2021-04-01
891482,Nasdaq:FLL,7.4,2021-04-01
891523,NASDAQ:CFCB,0,2021-04-01
891532,Nasdaq:PESI,7.71,2021-04-01
891762,,0,2021-04-01
891919,NASDAQ:BAMM,0,2021-04-01
892160,NASDAQ:DSCI,0,2021-04-01
892222,NASDAQ:BREW,0,2021-04-01
892450,NYSE:KT,11.79,2021-04-01
892482,NASDAQ:QUMU,0,2021-04-01
892534,NASDAQ:EZCH,0,2021-04-01
892537,NASDAQ:MANT,0,2021-04-01
892553,NYSE:GTLS,144.68,2021-04-01
892986,,0,2021-04-01
892992,NYSE:NAZ,15.2,2021-04-01
893162,NASDAQ:CMOS,0,2021-04-01
893538,NYSE:SM,16.95,2021-04-01
893691,NYSE:DOOR,0,2021-04-01
893692,,0,2021-04-01
893739,Nasdaq:TURN,7.4,2021-04-01
893821,NASDAQ:ATTU,0,2021-04-01
893847,Nasdaq:HWBK,18.67,2021-04-01
893949,NYSE:MD,27.02,2021-04-01
894024,,0,2021-04-01
894081,Nasdaq:ATSG,30.93,2021-04-01
894158,AMEX:TOVX,0,2021-04-01
894172,NASDAQ:HBK,0,2021-04-01
894237,NASDAQ:CGNT,29.32,2021-04-01
894239,NYSE:DUC,0,2021-04-01
894242,NYSE:BKN,17.72,2021-04-01
894267,,0,2021-04-01
894315,NYSE:SITC,13.03,2021-04-01
894351,NYSE:MNP,0,2021-04-01
894405,Nasdaq:ARCB,68.9,2021-04-01
894538,,0,2021-04-01
894627,NYSE:EGY,2.39,2021-04-01
894671,Nasdaq:OVBC,24.3,2021-04-01
894871,AMEX:AREN,0,2021-04-01
895040,,0,2021-04-01
895126,Nasdaq:CHK,42.75,2021-04-01
895417,NYSE:ELS,63.54,2021-04-01
895419,NYSE:WOLF,108.69,2021-04-01
895421,NYSE:MS,81.92,2021-04-01
895447,Nasdaq:SCVL,28.2,2021-04-01
895450,NYSE:WG,0,2021-04-01
895456,Nasdaq:RCKY,49.56,2021-04-01
895464,OTC:MAGLA,0,2021-04-01
895523,NYSE:MHY,0,2021-04-01
895528,NYSE:VPV,12.74,2021-04-01
895531,NYSE:VCV,12.67,2021-04-01
895541,,0,2021-04-01
895574,AMEX:VFL,0,2021-04-01
895648,NYSE:GGP,0,2021-04-01
895655,NYSE:JAH,0,2021-04-01
895728,NYSE:ENB,36.27,2021-04-01
895930,NASDAQ:AMSGP,0,2021-04-01
896061,NYSE:NPT,0,2021-04-01
896066,,0,2021-04-01
896150,,0,2021-04-01
896156,NYSE:ETD,28.31,2021-04-01
896159,NYSE:CB,157.05,2021-04-01
896163,,0,2021-04-01
896262,Nasdaq:AMED,270.37,2021-04-01
896264,NYSE:USNA,98.94,2021-04-01
896400,NASDAQ:MGAM,0,2021-04-01
896429,Nasdaq:CTLP,12.45,2021-04-01
896493,AMEX:AULT,0,2021-04-01
896494,Nasdaq:SNT,4.74,2021-04-01
896622,NYSE:ATR,141.59,2021-04-01
896726,NYSE:GGLR,0,2021-04-01
896841,Nasdaq:AVID,0,2021-04-01
896842,NASDAQ:OSHWQ,0,2021-04-01
896878,Nasdaq:INTU,383.02,2021-04-01
896923,NYSE:DDF,0,2021-04-01
896985,NASDAQ:DEST,0,2021-04-01
897075,NASDAQ:RPRXW,45.94,2021-04-01
897077,NYSE:ALG,153.28,2021-04-01
897269,NYSE:MVT,14.66,2021-04-01
897322,Nasdaq:GILT,11.97,2021-04-01
897419,NYSE:NMT,14.1,2021-04-01
897421,NYSE:NPV,16.25,2021-04-01
897424,NYSE:NMY,0,2021-04-01
897429,NYSE:CHS,0,2021-04-01
897448,Nasdaq:AMRN,6.3,2021-04-01
897723,Nasdaq:SANM,41.01,2021-04-01
897802,NYSE:SPE,14.67,2021-04-01
897893,NASDAQ:PRLS,0,2021-04-01
897996,NYSE:GHI,16.48,2021-04-01
898173,Nasdaq:ORLY,490.84,2021-04-01
898174,NYSE:RGA,123.58,2021-04-01
898293,NYSE:JBL,50.55,2021-04-01
898419,NYSE:PUK,40.92,2021-04-01
898437,Nasdaq:ANIK,36.02,2021-04-01
898685,,0,2021-04-01
898770,NASDAQ:SMED,0,2021-04-01
898802,,0,2021-04-01
899051,NYSE:ALL,112.24,2021-04-01
899460,Nasdaq:MNKD,3.67,2021-04-01
899597,NYSE:BKI,0,2021-04-01
899629,NYSE:AKR,19.41,2021-04-01
899636,NASDAQ:CATS,0,2021-04-01
899689,NYSE:VNO,47.05,2021-04-01
899715,NYSE:SKT,16.57,2021-04-01
899723,NYSE:OMG,0,2021-04-01
899751,NYSE:TWI,10.05,2021-04-01
899752,NYSE:NTC,0,2021-04-01
899782,NYSE:NOM,0,2021-04-01
899866,NASDAQ:ALXN,155.25,2021-04-01
899923,Nasdaq:MYGN,31.26,2021-04-01
900075,Nasdaq:CPRT,27.45,2021-04-01
900091,,0,2021-04-01
900349,NASDAQ:PERY,0,2021-04-01
900391,NYSE:NTZ,12.44,2021-04-01
900422,NYSE:PMO,13.33,2021-04-01
900724,NASDAQ:DGRW,56.37,2021-04-01
901243,NYSE:MUA,14.72,2021-04-01
901491,Nasdaq:PZZA,88.55,2021-04-01
901824,NYSE:MHE,0,2021-04-01
901832,Nasdaq:AZN,51.2,2021-04-01
902259,,0,2021-04-01
902274,NYSE:LBY,0,2021-04-01
902482,,0,2021-04-01
902622,,0,2021-04-01
902791,Nasdaq:BBSI,71,2021-04-01
903127,NYSE:PPS,0,2021-04-01
903129,Nasdaq:THRM,74.43,2021-04-01
903419,Nasdaq:ALRS,31.95,2021-04-01
903571,NYSE MKT:GSS,0,2021-04-01
903651,Nasdaq:INOD,7.4,2021-04-01
904080,NYSE:SGY,0,2021-04-01
904112,NYSE:MSD,8.95,2021-04-01
904121,,0,2021-04-01
904851,NYSE:YPF,4.39,2021-04-01
904978,NASDAQ:SUNH,0,2021-04-01
904979,NASDAQ:SHLO,0,2021-04-01
906013,NYSE:AWF,11.81,2021-04-01
906107,NYSE:EQR,72.03,2021-04-01
906163,NYSE:NVR,4503.64,2021-04-01
906192,NYSE:SRX,0,2021-04-01
906193,NASDAQ:KTEC,0,2021-04-01
906334,BATS:IMFL,42.92,2021-04-01
906338,NYSE:TARO,77.82,2021-04-01
906345,NYSE:CPT,108.19,2021-04-01
906465,Nasdaq:QCRH,47.14,2021-04-01
906469,,0,2021-04-01
906553,NYSE:BYD,60.55,2021-04-01
906709,Nasdaq:NKTR,22.38,2021-04-01
906779,NYSE:SAB,0,2021-04-01
906780,NASDAQ:NYNYR,0,2021-04-01
907093,,0,2021-04-01
907242,Nasdaq:MCRI,64.5,2021-04-01
907254,NYSE:BFS,39.22,2021-04-01
907471,Nasdaq:CASH,47.08,2021-04-01
907562,NASDAQ:DYAX,0,2021-04-01
907573,NYSE MKT:VMM,0,2021-04-01
907649,NASDAQ:FXENP,0,2021-04-01
907654,Nasdaq:ABIO,4.26,2021-04-01
908187,NYSE:PCM,11.43,2021-04-01
908255,NYSE:BWA,42.34,2021-04-01
908311,Nasdaq:CMCT,12.74,2021-04-01
908315,Nasdaq:WINA,186.47,2021-04-01
908489,NASDAQ:FLLC,0,2021-04-01
908732,NYSE:SHI,0,2021-04-01
908777,BATS:GSID,54.92,2021-04-01
908837,NASDAQ:NBTF,0,2021-04-01
908844,,0,2021-04-01
908937,Nasdaq:SIRI,6.31,2021-04-01
908993,AMEX:VKI,0,2021-04-01
909037,NYSE:SQM,52.83,2021-04-01
909108,Nasdaq:DHIL,165.21,2021-04-01
909111,NYSE:CLP,0,2021-04-01
909112,NYSE:TEI,7.44,2021-04-01
909281,NYSE:OKS,0,2021-04-01
909327,NYSE:SUZ,13.13,2021-04-01
909494,Nasdaq:TCX,85.92,2021-04-01
909724,Nasdaq:TLF,4,2021-04-01
909736,,0,2021-04-01
909791,NASDAQ:UTEK,0,2021-04-01
909832,Nasdaq:COST,334.49,2021-04-01
909954,NASDAQ:GMCR,0,2021-04-01
909987,,0,2021-04-01
910068,NYSE:HIO,5.05,2021-04-01
910073,NYSE:NYCB,12.1,2021-04-01
910108,NYSE:LXP,11.11,2021-04-01
910267,Nasdaq:TTNP,62,2021-04-01
910322,NYSE:AF,0,2021-04-01
910329,NYSE:MED,232.3,2021-04-01
910406,Nasdaq:HAIN,44.83,2021-04-01
910521,NYSE:DECK,332.8,2021-04-01
910606,Nasdaq:REG,55.97,2021-04-01
910612,NYSE:CBL,0,2021-04-01
910619,NYSE:MNC,0,2021-04-01
910631,NYSE:KOF,47.36,2021-04-01
910638,NYSE:DDD,29.01,2021-04-01
911109,NASDAQ:MINI,0,2021-04-01
911147,Nasdaq:CNTY,10.45,2021-04-01
911160,NASDAQ:RFMD,0,2021-04-01
911177,Nasdaq:CWST,63.82,2021-04-01
911216,AMEX:PTN,0,2021-04-01
911308,NYSE:MIY,14.47,2021-04-01
911421,NYSE:PRE,0,2021-04-01
911583,NYSE:LVB,0,2021-04-01
911631,NASDAQ:TGICQ,0,2021-04-01
911635,NYSE:AEC,0,2021-04-01
911649,NYSE:SDI,0,2021-04-01
911801,,0,2021-04-01
911971,NYSE:TK,3.48,2021-04-01
912023,NYSE:KEF,0,2021-04-01
912061,Nasdaq:NHTC,6.91,2021-04-01
912093,Nasdaq:VIAV,16.4,2021-04-01
912147,NYSE:RMT,11.75,2021-04-01
912183,NASDAQ:CBST,0,2021-04-01
912241,NASDAQ:PGICQ,0,2021-04-01
912242,NYSE:MAC,12.98,2021-04-01
912463,NYSE:GES,25,2021-04-01
912505,NYSE:ENIA,0,2021-04-01
912513,NYSE:CYT,0,2021-04-01
912544,NASDAQ:HOLL,0,2021-04-01
912562,Nasdaq:ROCK,86.31,2021-04-01
912593,NYSE:SUI,150.83,2021-04-01
912595,NYSE:MAA,142.76,2021-04-01
912603,Nasdaq:RDUS,40.65,2021-04-01
912615,Nasdaq:URBN,39.22,2021-04-01
912728,Nasdaq:FWRD,87.21,2021-04-01
912729,NYSE:GRR,0,2021-04-01
912744,NASDAQ:VRIG,25.07,2021-04-01
912750,NYSE:NFX,0,2021-04-01
912751,NYSE:XU,0,2021-04-01
912766,Nasdaq:LAUR,14.09,2021-04-01
912767,Nasdaq:UFPI,70.66,2021-04-01
912815,NASDAQ:OSIR,0,2021-04-01
912833,NASDAQ:WMAR,0,2021-04-01
912888,,0,2021-04-01
912892,NYSE:TV,9.84,2021-04-01
912898,NYSE:GRT,0,2021-04-01
912926,,0,2021-04-01
912958,Nasdaq:TIGO,30.57,2021-04-01
913015,,0,2021-04-01
913059,NYSE:BBAR,2.89,2021-04-01
913072,,0,2021-04-01
913077,NASDAQ:AFFX,0,2021-04-01
913142,NYSE:BDC,44.8,2021-04-01
913144,NYSE:RNR,160.49,2021-04-01
913165,NASDAQ:EXAC,0,2021-04-01
913241,Nasdaq:SHOO,37.11,2021-04-01
913277,Nasdaq:CLAR,16.64,2021-04-01
913290,NYSE:FRO,7.78,2021-04-01
913341,Nasdaq:CFFI,46.46,2021-04-01
913353,Nasdaq:CIGI,101.54,2021-04-01
913357,,0,2021-04-01
913662,NASDAQ:EMIF,25.14,2021-04-01
913665,,0,2021-04-01
913756,,0,2021-04-01
913760,Nasdaq:SNEX,43.33,2021-04-01
913785,,0,2021-04-01
913885,NASDAQ:TQNT,0,2021-04-01
913955,,0,2021-04-01
913957,NYSE:AMRE,0,2021-04-01
914024,NYSE:SHAW,0,2021-04-01
914035,NYSE:SBW,0,2021-04-01
914122,Nasdaq:PPIH,6.65,2021-04-01
914138,NASDAQ:MBRG,0,2021-04-01
914156,Nasdaq:UFPT,47.74,2021-04-01
914201,,0,2021-04-01
914208,NYSE:IVZ,25.11,2021-04-01
914329,NASDAQ:FEIC,0,2021-04-01
914398,NASDAQ:ESYS,0,2021-04-01
914475,Nasdaq:NBIX,92.11,2021-04-01
914712,Nasdaq:STCN,17.83,2021-04-01
915358,Nasdaq:SGMA,5.56,2021-04-01
915389,NYSE:EMN,112.23,2021-04-01
915778,NASDAQ:DSPG,0,2021-04-01
915779,Nasdaq:DAKT,6.34,2021-04-01
915840,NYSE:BZH,20.3,2021-04-01
915862,NASDAQ:PTRY,0,2021-04-01
915912,NYSE:AVB,185.13,2021-04-01
915913,NYSE:ALB,152.15,2021-04-01
916076,NYSE:MLM,321.82,2021-04-01
916085,NYSE:HNT,0,2021-04-01
916183,NYSE:RCS,7.25,2021-04-01
916365,Nasdaq:TSCO,173.54,2021-04-01
916457,NYSE:CPN,0,2021-04-01
916490,,0,2021-04-01
916529,NASDAQ:ARTX,0,2021-04-01
916540,NYSE:DAR,71.17,2021-04-01
916545,NYSE:OVEN,0,2021-04-01
916618,NYSE:IIF,23.88,2021-04-01
916704,,0,2021-04-01
916789,Nasdaq:HELE,213.37,2021-04-01
916791,NYSE:GYC,0,2021-04-01
916793,Nasdaq:SILC,46.5,2021-04-01
916823,,0,2021-04-01
916863,NYSE:IEH,0,2021-04-01
916907,Nasdaq:SMBC,39.83,2021-04-01
917100,NYSE:IFN,22.15,2021-04-01
917225,AMEX:XPL,0,2021-04-01
917251,NYSE:ADC,66.1,2021-04-01
917273,Nasdaq:RMBS,20.46,2021-04-01
917331,,0,2021-04-01
917470,Nasdaq:ZEUS,25.92,2021-04-01
917491,Nasdaq:FARO,89.08,2021-04-01
917520,Nasdaq:IART,67.14,2021-04-01
917674,NASDAQ:HPWR,0,2021-04-01
917707,,0,2021-04-01
917731,,0,2021-04-01
917851,NYSE:VALE,17.01,2021-04-01
917968,NASDAQ:PEET,0,2021-04-01
918160,NYSE:AKS,0,2021-04-01
918251,Nasdaq:MPAA,22.76,2021-04-01
918386,NASDAQ:QLGC,0,2021-04-01
918541,Nasdaq:NNBR,7.82,2021-04-01
918580,NASDAQ:GPIC,0,2021-04-01
918581,NYSE:CBR,0,2021-04-01
918608,NYSE:EGO,11.67,2021-04-01
918646,NYSE:EXP,127.74,2021-04-01
918685,,0,2021-04-01
918709,NASDAQ:ACTT,0,2021-04-01
918965,Nasdaq:SCSC,30.12,2021-04-01
919006,,0,2021-04-01
919012,NYSE:AEO,28.81,2021-04-01
919130,NASDAQ:ONSM,0,2021-04-01
919134,,0,2021-04-01
919239,NYSE:GG,0,2021-04-01
919567,AMEX:RCG,0,2021-04-01
919628,NYSE:CKR,0,2021-04-01
919708,NYSE:KST,0,2021-04-01
919745,NASDAQ:DARA,0,2021-04-01
919808,NYSE:APF,0,2021-04-01
919864,Nasdaq:FNWD,0,2021-04-01
919871,,0,2021-04-01
919893,NYSE:TDF,23.66,2021-04-01
919956,NASDAQ:DVCR,0,2021-04-01
919991,,0,2021-04-01
920112,Nasdaq:HTLF,50.41,2021-04-01
920148,NYSE:LH,208.84,2021-04-01
920173,NASDAQ:FPAMQ,0,2021-04-01
920317,,0,2021-04-01
920321,NYSE:CVO,0,2021-04-01
920371,NYSE:SSD,103.4,2021-04-01
920424,NYSE:ITG,0,2021-04-01
920427,NASDAQ:UNTY,21.34,2021-04-01
920448,NASDAQ:BVSN,0,2021-04-01
920522,NYSE:ESS,275.98,2021-04-01
920532,NASDAQ:PNTR,0,2021-04-01
920617,,0,2021-04-01
920760,NYSE:LEN,97.01,2021-04-01
920986,,0,2021-04-01
920990,NASDAQ:INFO1,0,2021-04-01
921051,NASDAQ:THRD,0,2021-04-01
921082,NYSE:HIW,42.24,2021-04-01
921112,NYSE:LPT,0,2021-04-01
921114,AMEX:ARMP,0,2021-04-01
921183,Nasdaq:HMNF,20.31,2021-04-01
921299,Nasdaq:FGEN,34.03,2021-04-01
921500,NYSE:CGX,0,2021-04-01
921503,NYSE:BTH,0,2021-04-01
921547,NASDAQ:HEOP,0,2021-04-01
921557,Nasdaq:RBCAA,44.19,2021-04-01
921582,NYSE:IMAX,21.04,2021-04-01
921638,Nasdaq:SSRM,15.22,2021-04-01
921671,NYSE:GGT,9.43,2021-04-01
921691,NYSE:KCP,0,2021-04-01
921738,Nasdaq:PENN,113.16,2021-04-01
921742,,0,2021-04-01
921825,NYSE:FR,45.64,2021-04-01
921847,NASDAQ:HCBK,0,2021-04-01
922224,NYSE:PPL,29.07,2021-04-01
922247,Nasdaq:CYTH,12.45,2021-04-01
922358,NYSE:FGP,0,2021-04-01
922475,NYSE:ESI,19.49,2021-04-01
922487,NASDAQ:RBPAA,0,2021-04-01
922621,Nasdaq:ERIE,230.28,2021-04-01
922717,NASDAQ:CHDX,0,2021-04-01
922863,NASDAQ:QLTY,0,2021-04-01
922864,NYSE:AIV,5.65,2021-04-01
923118,NYSE:HME,0,2021-04-01
923120,NYSE:GBX,46.94,2021-04-01
923139,Nasdaq:FFIC,23.35,2021-04-01
923144,,0,2021-04-01
923284,NYSE:IRC,0,2021-04-01
923601,Nasdaq:MICS,12.34,2021-04-01
923603,NYSE:FCH,0,2021-04-01
923796,NYSE:GEO,8.06,2021-04-01
923899,,0,2021-04-01
924095,OTC:WSCC,0,2021-04-01
924168,Nasdaq:EFOI,30.94,2021-04-01
924383,Nasdaq:GNSS,7.15,2021-04-01
924505,,0,2021-04-01
924613,NYSE:NOK,4.06,2021-04-01
924654,,0,2021-04-01
924717,Nasdaq:SRDX,53.27,2021-04-01
924719,Nasdaq:SMID,12.84,2021-04-01
924805,Nasdaq:FRHC,52.72,2021-04-01
924822,NYSE:MLR,44.26,2021-04-01
924829,,0,2021-04-01
924901,NYSE:VRE,15.39,2021-04-01
924940,NASDAQ:DTPI,0,2021-04-01
925261,,0,2021-04-01
925464,NASDAQ:SBKC,0,2021-04-01
925528,Nasdaq:HDSN,1.67,2021-04-01
925645,NASDAQ:CETV,0,2021-04-01
925683,NYSE:BTO,37.4,2021-04-01
925732,,0,2021-04-01
925741,NASDAQ:BCDAW,62.85,2021-04-01
926042,NYSE:TTM,0,2021-04-01
926134,,0,2021-04-01
926282,Nasdaq:ADTN,17.74,2021-04-01
926326,Nasdaq:OMCL,138.88,2021-04-01
926423,Nasdaq:MIND,24.7,2021-04-01
926479,,0,2021-04-01
926617,Nasdaq:AWH,109.5,2021-04-01
926771,NYSE:TRR,0,2021-04-01
926844,OTC:FBDS,0,2021-04-01
926864,,0,2021-04-01
927003,Nasdaq:AEIS,104.87,2021-04-01
927066,NYSE:DVA,110.04,2021-04-01
927355,Nasdaq:TESS,0,2021-04-01
927417,,0,2021-04-01
927628,NYSE:COF,125.22,2021-04-01
927653,NYSE:MCK,192.38,2021-04-01
927693,NASDAQ:DFZ,0,2021-04-01
927720,,0,2021-04-01
927807,NASDAQ:IBCA,0,2021-04-01
927829,,0,2021-04-01
927968,NYSE:IND,0,2021-04-01
927971,NYSE:BMO,88.37,2021-04-01
928022,NYSE:CPE,0,2021-04-01
928054,NYSE:FTK,11.7,2021-04-01
928340,Nasdaq:CWCO,13.61,2021-04-01
928366,,0,2021-04-01
928421,NASDAQ:MTSN,0,2021-04-01
928465,AMEX:DIT,0,2021-04-01
928592,NASDAQ:PVFC,0,2021-04-01
928658,Nasdaq:CVLG,19.64,2021-04-01
928876,Nasdaq:TSEM,29.53,2021-04-01
929008,NYSE:WCC,90.18,2021-04-01
929186,NYSE:FMR,0,2021-04-01
929351,,0,2021-04-01
929545,NASDAQ:CDORO,0,2021-04-01
929846,,0,2021-04-01
929869,NYSE:RELX,24.63,2021-04-01
929872,NYSE:ENL,0,2021-04-01
929887,NASDAQ:APOL,0,2021-04-01
929994,NYSE:ALC,68.74,2021-04-01
930157,NYSE:RTO,34.65,2021-04-01
930236,NYSE:RWT,10.7,2021-04-01
930309,NYSE:DEG,0,2021-04-01
930405,NASDAQ:LSBI,0,2021-04-01
930420,Nasdaq:KFRC,0,2021-04-01
930481,,0,2021-04-01
930553,,0,2021-04-01
930600,,0,2021-04-01
930775,OTC:ECIA,0,2021-04-01
930828,NYSE:TRF,0,2021-04-01
931015,NYSE:PII,136.09,2021-04-01
931059,NASDAQ:RNVAZ,0,2021-04-01
931085,,0,2021-04-01
931131,,0,2021-04-01
931148,NYSE:EAF,11.55,2021-04-01
931427,NYSE:TGS,4.6,2021-04-01
931584,Nasdaq:USAP,10.19,2021-04-01
931948,NYSE:SWC,0,2021-04-01
932111,NASDAQ:MCRL,0,2021-04-01
932372,,0,2021-04-01
932470,NYSE:TEO,5.84,2021-04-01
932628,NYSE:APU,0,2021-04-01
932695,NYSE:CYD,15.33,2021-04-01
932696,Nasdaq:NSIT,95.7,2021-04-01
932781,Nasdaq:FCCO,21.24,2021-04-01
932787,NYSE:STM,38.23,2021-04-01
932872,NYSE:SJR,0,2021-04-01
933034,Nasdaq:STRT,42.64,2021-04-01
933036,Nasdaq:UPBD,59.41,2021-04-01
933136,Nasdaq:COOP,35.88,2021-04-01
933141,NASDAQ:IBKCN,0,2021-04-01
933157,NYSE:AOGSQ,0,2021-04-01
