CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date
27367,Nasdaq:DXR,9.37
27419,NYSE:TGT,119.34
27904,NYSE:DAL,38.89
27960,,0
27996,NYSE:DLX,19.72
28412,NYSE:CMA,43.26
28630,NYSE:DRS,0
28917,NYSE:DDS,308.89
29002,Nasdaq:DIOD,76.95
29332,Nasdaq:DXYN,0.79
29534,NYSE:DG,113.66
29644,NYSE:DCI,61.77
29669,NASDAQ:RRD,0
29806,,0
29834,NASDAQ:ESCRP,0
29905,NYSE:DOV,143.53
29989,NYSE:OMC,77.44
30125,NYSE:INSI,15.19
30167,,0
30305,NYSE:DCO,45.47
30371,NYSE:DUKH,0
30554,,0
30625,NYSE:FLS,39.64
30697,Nasdaq:WEN,20.45
30828,NASDAQ:COBR,0
30831,,0
31107,Nasdaq:EML,18.8
31235,NYSE:KODK,4.24
31347,NASDAQ:ELON,0
31462,NYSE:ECL,175.78
31667,Nasdaq:EDUC,1.36
31791,NYSE:PKI,111.49
31978,NYSE:EE,17.98
32020,,0
32166,NASDAQ:ELRC,0
32190,,0
32604,NYSE:EMR,99.61
32621,AMEX:MSN,0
32689,NYSE:EDE,0
32878,NASDAQ:ENERQ,0
33002,NYSE:EBF,21.51
33185,NYSE:EFX,194.95
33213,NYSE:EQT,41.19
33488,Nasdaq:ESCA,14.8
33523,,0
33533,AMEX:ESP,0
33619,NYSE:ESL,0
33769,NASDAQ:BOBE,0
33934,AMEX:CRF,0
33992,Nasdaq:KINS,1.71
34067,Nasdaq:BOOM,24.7
34088,NYSE:XOM,117.64
34151,NYSE:JAS,0
34349,,0
34408,NYSE:FDO,0
34489,,0
34563,Nasdaq:FARM,2.37
34782,Nasdaq:SRCE,42.43
34903,NYSE:FRT,96.64
34956,Nasdaq:TENX,24.08
35214,NYSE:FOE,0
35527,Nasdaq:FITB,27.13
36029,Nasdaq:FFIN,26.73
36032,NYSE:RF,17.8
36047,NYSE:CLGX,0
36104,Nasdaq:FRBA,34.75
36146,Nasdaq:TRMK,21.64
36270,NYSE:MTB,126.69
36377,NASDAQ:FHB,18.32
36966,NYSE:FHN,11.23
37008,NYSE:FUR,0
37039,,0
37049,NYSE:FWV,0
37472,Nasdaq:FLXS,19.68
37643,NASDAQ:FPU,0
37748,NYSE:FLR,36.6
37785,NYSE:FMC,73.74
37808,NYSE:FNB,11.1
37996,NYSE:F,12.34
38067,,0
38074,NYSE:FRX,0
38079,NYSE:SOGCQ,0
38188,NYSE:FDI,0
38264,Nasdaq:FORD,0.81
38725,Nasdaq:FELE,92.47
38777,NYSE:BEN,26.13
38984,NASDAQ:RELY,25.99
39020,Nasdaq:FEIM,7.05
39092,AMEX:FRD,0
39263,NYSE:CFR,94.34
39273,NASDAQ:FFEX,0
39311,Nasdaq:IBCP,18.33
39368,NYSE:FUL,68.47
39648,NASDAQ:GK,0
39677,NASDAQ:AVHI,0
39899,NYSE:GCI,15.44
39911,NYSE:GPS,10.13
40211,NYSE:GATX,113.37
40417,NYSE:GAM,41.78
40533,NYSE:GD,224.33
40545,NYSE:GE,93.16
40554,NYSE:GEK,0
40570,AMEX:JOB,0
40704,NYSE:GIS,66.1
40729,NYSE:ALLY,28.57
40888,NYSE:AJRD,0
40987,NYSE:GPC,148.07
41091,NYSE:GPJA,0
41133,NYSE:GRB,0
41719,NYSE:GLT,2.39
42582,Nasdaq:GT,12.36
42682,NYSE:GRC,30.88
42872,,0
42888,NYSE:GGG,75.72
43196,NYSE:GTN,7.38
43350,NYSE:EGAS,0
43410,NYSE:GNI,0
43920,NYSE:GEF,67.44
44545,,0
45012,NYSE:HAL,42.64
45876,NYSE:NVRI,7.53
45919,Nasdaq:HHS,6.15
46012,,0
46043,,0
46080,Nasdaq:HAS,66.01
46129,Nasdaq:ALNT,31.61
46195,NYSE:BOH,50.27
46250,Nasdaq:HWKN,60.38
46619,NYSE:HEI,168.06
46738,,0
46765,NYSE:HP,45.3
46989,NYSE:HPC,0
47111,NYSE:HSY,212.46
47217,NYSE:HPQ,27.32
47518,NYSE:HRC,0
48287,NYSE:HNI,32.87
48465,NYSE:HRL,38.22
48898,NYSE:HUBB,320.19
49071,NYSE:HUM,474.02
49196,Nasdaq:HBAN,20.91
49534,NASDAQ:LPHIQ,0
49600,NYSE:EGP,177.15
49728,NYSE MKT:IEC,0
49754,NYSE:DIN,53.14
49826,NYSE:ITW,237.71
49930,NASDAQ:IPII,0
49938,AMEX:IMO,0
50104,NYSE:ANDV,0
50493,Nasdaq:IMKTA,75.86
50710,,0
50725,NYSE:GFF,38.95
50863,Nasdaq:INTC,37.99
50934,NYSE:IDC,0
50957,NASDAQ:FBN,0
51143,NYSE:IBM,145.09
51253,NYSE:IFF,67.4
51434,NYSE:IP,34.16
51548,NASDAQ:ISCA,0
51644,NYSE:IPG,30.45
51939,NASDAQ:CORSQ,0
52485,NASDAQ:IPLDP,0
52708,NASDAQ:IOMT,0
52795,NYSE:AXE,0
52827,NYSE:RYN,30.25
52969,NYSE:JCLY,0
52988,NYSE:J,133.22
54003,NYSE:JOR,0
54056,NYSE:JRN,0
54187,Nasdaq:MAYS,46.01
54381,NYSE:KAMN,0
54441,NYSE:FRM,0
54480,NYSE:KSU,0
54502,,0
54507,NYSE:WR,0
54991,NYSE:KEI,0
55067,NYSE:K,56.45
55135,Nasdaq:KELYA,18.21
55195,,0
55242,NYSE:KMT,25.24
55362,,0
55529,Nasdaq:KEQU,18.23
55772,Nasdaq:KBAL,0
55785,NYSE:KMB,125.12
56047,NYSE:KEX,84.24
56679,NYSE:KFY,47.82
56701,Nasdaq:KOSS,3.24
56806,NASDAQ:KRSL,0
56868,Nasdaq:PNRG,117.48
56873,NYSE:KR,46.54
56978,Nasdaq:KLIC,48.43
57083,NYSE:KYO,0
57131,NYSE:LZB,31.39
57201,,0
57515,Nasdaq:LANC,173.11
57528,NASDAQ:LNCE,0
57725,NYSE:LCI,0
58361,Nasdaq:LEE,11.75
58492,NYSE:LEG,24.95
59255,NYSE:VHI,12.98
59440,NYSE:VGR,10.86
59478,NYSE:LLY,571.28
59527,Nasdaq:LECO,181.03
59558,NYSE:LNC,25.98
60086,NYSE:L,64.56
60519,NYSE:LPX,58.04
60527,NYSE:ELC,0
60667,NYSE:LOW,217.72
60714,NYSE:LXU,10.01
60751,NYSE:LZ,0
60977,NYSE:LDL,0
61004,AMEX:LGL,0
61397,BATS:FMAG,22.01
61398,AMEX:TELL,0
61442,,0
61478,NYSE:ADCT,0.78
61986,NYSE:MTW,15.15
62234,NYSE:MCS,15.09
62362,Nasdaq:MARPS,0
62709,NYSE:MMC,197.73
62996,NYSE:MAS,55.02
63276,Nasdaq:MAT,21.43
63296,Nasdaq:MATW,40.12
63330,NYSE:MLP,13.18
63754,NYSE:MKC,79.92
63908,NYSE:MCD,277.72
64040,NYSE:SPGI,389.52
64463,Nasdaq:SLNH,5.2
64472,AMEX:GENC,0
64803,NYSE:CVS,70.7
64996,NYSE:MCY,28.46
65100,NYSE:MER,0
65172,NYSE:MSB,18.76
65201,NYSE:MPR,0
65270,NYSE:MEI,22.28
65312,AMEX:EVI,0
65358,NASDAQ:UCAP,0
65433,NYSE:MXF,16.92
65596,Nasdaq:SIEB,2.13
65770,Nasdaq:MVIS,2.13
65984,NYSE:ETR,98.78
66004,Nasdaq:MSEX,72.34
66032,,0
66382,Nasdaq:MLKN,18.14
66418,AMEX:MXC,0
66570,NYSE:MSA,171.44
66649,NYSE:MGN,0
66740,NYSE:MMM,84.48
66756,NYSE:ALE,56.18
66901,NYSE:EMP,0
66904,,0
67088,NYSE:MUFG,8.69
67215,NYSE:DY,96.23
67279,NASDAQ:MOCO,0
67347,NYSE:MOD,44.47
67625,NYSE:MNR,0
67686,NYSE:MON,0
67716,NYSE:MDU,20.32
67813,NYSE:MTS,0
67887,NYSE:MOGA,0
68270,NYSE:RT,0
68505,NYSE:MSI,287.4
68622,NYSE:CTBB,12.25
68709,NASDAQ:MTSC,0
69422,Nasdaq:INTG,34.72
69488,NYSE:MYE,18.04
69633,Nasdaq:NSSC,23.25
69733,Nasdaq:NATH,72.65
69891,Nasdaq:FIZZ,47.09
70145,NYSE:NFG,54.75
70318,NYSE:THC,70.02
70415,NYSE:GPX,0
70487,Nasdaq:NRC,46.05
70502,NYSE:NRUC,24.34
70793,NYSE:NTY,0
70858,NYSE:BAC,28.76
70866,NYSE:VYX,16.34
71508,NYSE:ENJ,0
71691,NYSE:NYT,42.28
71829,NYSE:NR,6.11
71932,NYSE:NMKBP,0
72162,NYSE:NL,4.82
72207,NYSE:NBL,0
72331,Nasdaq:NDSN,231.37
72333,NYSE:JWN,14.53
72423,NASDAQ:NTK,0
72444,Nasdaq:VXRT,0.72
72573,NYSE:MOV,26.95
72633,NYSE:NRT,12.21
72741,NYSE:ES,64.29
72903,Nasdaq:XEL,57.99
72911,NYSE:NRTLQ,0
72971,NYSE:WFC,43.43
73124,Nasdaq:NTRS,71.76
73290,Nasdaq:BMRA,1.1
73309,NYSE:NUE,154.67
73756,NYSE:OII,24.62
73887,NYSE:VTOL,28.35
74046,NYSE:ODC,63.14
74208,NYSE:UDR,37.94
74260,NYSE:ORI,27.52
74303,NYSE:OLN,49.82
75208,NYSE:OSG,4.29
75252,NYSE:OMI,16.49
75288,NYSE:OXM,96.2
75340,Nasdaq:PFIN,0
75362,Nasdaq:PCAR,86.29
75398,NYSE:PAI,11.38
75488,NYSE:PCG,17.3
75677,NYSE:PKG,151.75
76174,,0
76267,NYSE:PKE,15.6
76282,Nasdaq:PKOH,19.11
76334,NYSE:PH,395.86
76605,Nasdaq:PATK,78.62
77159,Nasdaq:ROCC,0
77281,OTC:PRET,0
77360,NYSE:PNR,67.13
77449,NYSE:PBY,0
77476,Nasdaq:PEP,179.38
77543,NYSE:TPC,7.97
77597,NYSE:SEH,0
77776,NYSE:PHH,0
77877,Nasdaq:PDCE,0
78003,NYSE:PFE,33.64
78066,NYSE:PD,23.78
78128,NYSE:WTRG,37.61
78150,NYSE:PHI,19.2
78239,NYSE:PVH,77.22
78460,NYSE:PNY,0
78536,NASDAQ:DINE,0
78749,Nasdaq:AGYS,67.94
78778,NYSE:PJC,0
78814,NYSE:PBI,3.14
78890,NYSE:BCO,76.73
79035,NYSE:POLY,0
79282,NYSE:BRO,73.33
79879,NYSE:PPG,132.49
79958,NYSE:PCP,0
80035,Nasdaq:PLPC,157.2
80124,NASDAQ:PLFE,0
80172,NYSE:NPK,75.08
80257,,0
80420,Nasdaq:POWL,80.45
80424,NYSE:PG,154.05
80661,NYSE:PGR,140.56
81318,NYSE:YUMA,0
81362,NYSE:KWR,168.54
81955,Nasdaq:RAND,13.5
82020,Nasdaq:USLM,205.01
82166,NASDAQ:RAVN,0
82267,NYSE:RTN,0
82473,AMEX:IHT,0
82811,NYSE:RRX,156.83
83402,NASDAQ:REXI,0
84246,NYSE:RLI,138.16
84748,NYSE:ROG,138.62
84792,NYSE:ROH,0
84839,NYSE:ROL,38.2
85408,NYSE:RDC,0
85535,Nasdaq:RGLD,113.85
85961,NYSE:R,103.43
85974,NYSE:RYL,0
86144,NYSE:SWY,0
86312,NYSE:TRV,166.85
87050,Nasdaq:NEON,1.73
87347,NYSE:SLB,61.21
87565,NASDAQ:SHLM,0
88132,NYSE MKT:SEB,0
88205,NYSE:SPXC,79.81
88941,Nasdaq:SMTC,24.29
88948,Nasdaq:SENEA,53.08
89089,NYSE:SCI,60.94
89140,AMEX:SVT,0
89270,NYSE:SLI,0
89439,NYSE:MLI,37.17
89800,NYSE:SHW,259.95
90168,AMEX:SIF,0
90185,NASDAQ:SIAL,0
90498,Nasdaq:SFNC,17.13
90896,NYSE:SKY,68.37
91142,NYSE:AOS,67.16
91419,NYSE:SJM,126.77
91440,NYSE:SNA,260.69
91576,NYSE:KEY,11.37
91767,NYSE:SON,55.84
91847,NYSE:SOR,39.13
91928,NYSE:SJIJ,0
92103,,0
92122,NYSE:SO,70.95
92230,NYSE:TFC,28.67
92380,NYSE:LUV,29.08
92472,NASDAQ:SWWC,0
92679,NYSE:SPA,0
93284,NYSE:ICB,0
93314,AMEX:VNRX,0
93389,NYSE:SMP,33.66
93410,NYSE:CVX,167.22
93451,NYSE:STL,0
93556,NYSE:SWK,87.05
93676,NYSE:SCX,0
93751,NYSE:STT,71.26
93859,NYSE:BH,169.14
94049,NYSE:SCL,79.4
94344,NYSE:STC,45.3
94845,NYSE:LEVI,13.25
95029,NYSE:RGR,51.53
95047,,0
95052,NASDAQ:RDEN,0
95521,NYSE:SVU,0
95552,NYSE:SUP,3.13
95574,Nasdaq:SGC,7.65
95585,,0
95953,Nasdaq:ACNT,8.5
96021,NYSE:SYY,70.82
96223,NYSE:JEF,38.32
96289,NYSE:RSH,0
96536,Nasdaq:TAYD,21.12
96638,NASDAQ:ADVNQ,0
96763,NYSE:PULS,0
96793,AMEX:SSY,0
96831,NASDAQ:TECUA,0
96869,NYSE:TRC,17.2
96885,OTC:TIKK,0
96943,NYSE:TFX,211.27
96966,NYSE:TDJ,0
97134,NYSE:TNC,76.72
97196,NASDAQ:AMIC,0
97210,Nasdaq:TER,96.76
97216,NYSE:TEX,59.53
97472,NYSE:TXI,0
97476,Nasdaq:TXN,162.83
97745,NYSE:TMO,507.73
98222,NYSE:TDW,67.35
98246,NYSE:TIF,0
98338,Nasdaq:TSRI,8.3
98362,NYSE:TKR,73.8
98677,NYSE:TR,29.85
99197,NYSE:TAI,0
99302,Nasdaq:TRNS,113.27
99359,NYSE:BZC,0
99614,NYSE:TY,27.27
99780,NYSE:TRN,24.02
100378,Nasdaq:TWIN,13.34
100493,NYSE:TSN,53.9
100517,Nasdaq:UAL,44.63
100591,NYSE:AGX,44.83
100726,NYSE:UFI,6.96
100885,NYSE:UNP,213.15
100979,,0
101063,NYSE:CQB,0
101199,Nasdaq:UFCS,19.7
101295,Nasdaq:UG,7.85
101382,Nasdaq:UMBF,62.12
101538,AMEX:UAMY,0
101542,,0
101594,Nasdaq:USEG,1.39
101778,NYSE:MRO,26.9
101829,NYSE:RTX,75.18
101830,NYSE:S,16.56
101984,Nasdaq:UEIC,9.3
102037,NYSE:UVV,47.44
102109,AMEX:UUU,0
102212,Nasdaq:UVSP,17.15
102426,NYSE:STEW,13.58
102499,NASDAQ:GEOW,0
102729,NYSE:VMI,243.09
102752,Nasdaq:VSEC,56.42
103145,Nasdaq:VECO,26.89
103379,NYSE:VFC,17.33
103595,Nasdaq:VLGEA,22.7
103730,NYSE:VSH,24.97
103872,NYSE MKT:VOLT,0
104169,NYSE:WMT,54.47
104207,NYSE:WAG,0
104375,,0
104777,NYSE:ALTV,0
104889,NYSE:GHC,593.63
104894,NYSE:ELME,14.83
104897,NASDAQ:WSCI,0
104918,NYSE:AVA,34.52
105016,NYSE:WSO,358.6
105132,Nasdaq:WDFC,207.11
105319,Nasdaq:WW,11.06
105418,NYSE:WMK,63.4
105634,NYSE:EME,215.71
105744,AMEX:GBR,0
105770,NYSE:WST,394.6
106040,Nasdaq:WDC,43.65
106374,,0
106455,NASDAQ:WLBA,0
106532,Nasdaq:WEYS,27.62
106535,NYSE:WY,32.24
106640,NYSE:WHR,137.02
107140,NYSE:WLY,37.26
107263,NYSE:WMB,34.43
107559,,0
107687,NYSE:WGO,60.35
108312,Nasdaq:WWD,129.93
108385,Nasdaq:WRLD,132.13
108516,NYSE:WOR,42.57
108985,Nasdaq:YORW,40.34
109156,NYSE:ZLC,0
109177,NYSE:SPB,79.18
109198,NYSE:TJX,91.94
109380,Nasdaq:ZION,36.18
109563,NYSE:AIT,155.84
109657,Nasdaq:GTBP,7.35
109747,,0
110390,NYSE:UN,0
110430,NYSE:FTO,0
110471,NYSE:WWW,8.22
110621,NYSE:RPM,95.53
200245,,0
200406,NYSE:JNJ,162.47
201283,NYSE:TLM,0
201461,NYSE:CYN,0
201533,,0
202058,NYSE:LHX,175.13
202467,,0
202890,NASDAQ:ARS,0
203077,NYSE:STJ,0
203248,NYSE:SUG,0
203527,NYSE:VAR,0
203596,Nasdaq:WSBC,24.45
215419,NYSE:CKP,0
215466,NYSE:CDE,2.35
215829,,0
215994,,0
216039,NYSE:GRBEQ,0
216085,NYSE:HVT,30.37
216108,NYSE:NFS,0
216228,NYSE:ITT,98.83
216539,NYSE:MEG,32.09
216851,NYSE:PEO,23.33
216934,,0
217346,NYSE:TXT,76.13
217410,NYSE:UL,50.79
225208,,0
225263,NYSE MKT:NEWP,0
225635,NYSE:BIE,0
225648,NYSE:CVA,0
230119,NASDAQ:CRBC,0
230498,NYSE:RKT,9.25
230557,Nasdaq:SIGI,101.41
275053,Nasdaq:NATR,16.22
275119,NASDAQ:BYLK,0
275694,NYSE:MCI,15.55
275880,NYSE:PSN,56.25
276209,NASDAQ:CTWS,0
276463,NYSE:XOVR,0
276720,Nasdaq:PCYO,9.97
277058,NYSE:UWN,0
277135,NYSE:GWW,693.81
277375,NASDAQ:DGAS,0
277509,NYSE:FSS,59.65
277595,NYSE:EGN,0
277807,,0
277948,Nasdaq:CSX,31.1
278041,NYSE:ISH,0
278130,NYSE:PIR,0
278165,Nasdaq:OMQS,0
278166,Nasdaq:CVCO,274.72
310056,NYSE:VII,0
310142,NYSE:SXT,62.05
310158,NYSE:MRK,107.82
310354,NYSE:SXI,147.07
310568,NASDAQ:MSCC,0
310764,NYSE:SYK,293.22
311046,,0
311094,Nasdaq:WABC,42.73
311337,NYSE:SU,34.88
311471,NASDAQ:APAGF,0
311817,NYSE MKT:HMG,0
312069,NYSE:BCS,7.86
312070,CBOE:ATMP,0
313041,,0
313143,NYSE:HAE,91.15
313216,NYSE:PHG,20.67
313364,NYSE:MTR,16.02
313395,NASDAQ:TXCOQ,0
313616,NYSE:DHR,224.97
313716,NASDAQ:HDNG,0
313807,NYSE:BP,38.56
313838,NYSE:SONY,86.76
313927,NYSE:CHD,95.15
314203,NYSE:MUX,7.19
314227,Nasdaq:TOMZ,1.1
314423,NYSE:RNDY,0
314489,Nasdaq:BUSE,19.41
314590,NYSE:SSL,12.77
314606,NYSE:GEOKQ,0
314712,,0
314808,NYSE:VAL,76.11
315131,NYSE:PHX,3.68
315189,NYSE:DE,410.84
315213,NYSE:RHI,74.15
315293,NYSE:AON,339.32
315374,Nasdaq:HURC,21.69
315449,NYSE:UQM,0
315545,OTC:PVCT,0
315709,Nasdaq:IBOC,43.32
315849,NYSE:SGB,0
315852,NYSE:RRC,31.47
315858,NYSE:BVH,0
316206,NYSE:HOT,0
316253,NYSE:ENZ,1.33
316300,NYSE:XCO,0
316709,NYSE:SCHW,57.86
316736,NYSE:FPP,0
316793,NYSE:IRF,0
316888,AMEX:ASM,0
317540,Nasdaq:COKE,655.01
317788,Nasdaq:APPS,6.66
317891,,0
318154,Nasdaq:AMGN,263.15
318306,Nasdaq:ABEO,3.67
318673,Nasdaq:SNFCA,7.98
318771,NYSE:DNA,1.85
318833,NYSE:TISI,8.32
318996,NYSE:KEGX,0
319156,NYSE:CBNR,0
319201,Nasdaq:KLAC,456.51
319240,NASDAQ:IRIS,0
319458,AMEX:ENSV,0
319654,NYSE:PBT,22.32
319655,NYSE:SJT,6.83
319815,NASDAQ:MXWL,0
320017,Nasdaq:LSTA,2
320121,Nasdaq:TLS,2.01
320187,NYSE:NKE,95.51
320193,Nasdaq:AAPL,177.97
320335,NYSE:GL,110.45
320340,NYSE:CCRD,21.14
320345,NASDAQ:MCRS,0
320387,NASDAQ:FMFC,0
350698,NYSE:AN,155.38
350737,NASDAQ:OBCI,0
350797,NYSE:EV,0
350846,NYSE:STS,0
350852,Nasdaq:CTBI,34.38
350868,Nasdaq:ITI,4.4
350894,Nasdaq:SEIC,61.65
350907,NASDAQ:THOR,0
351483,NASDAQ:ASMI,0
351569,Nasdaq:ABCB,38.84
351789,Nasdaq:ELSE,3.95
351817,NYSE:SBOW,35.65
351834,Nasdaq:STKL,3.72
351903,NASDAQ:EPHC,0
351998,Nasdaq:DAIO,3.95
352363,NYSE:KATE,0
352541,NASDAQ:LNT,52.19
352613,NASDAQ:TALL,0
352747,NASDAQ:UGNEQ,0
352825,Nasdaq:FSTR,17.96
352915,NYSE:UHS,127.43
352955,AMEX:CKX,0
352988,,0
353020,NASDAQ:AEGN,0
353024,BATS:PXUS,0
353184,Nasdaq:AIRT,22.1
353230,NYSE:OCR,0
353278,NYSE:NVO,93.31
353646,,0
354190,NYSE:AJG,233.11
354647,Nasdaq:CVBF,16.78
354655,NASDAQ:BOLT,1.1
354707,NYSE:HE,13.06
354869,NASDAQ:FMER,0
354908,NASDAQ:FLIR,0
354950,NYSE:HD,317.26
354963,Nasdaq:SHEN,20.66
355019,Nasdaq:FONR,15.84
355356,Nasdaq:IMPP,19.87
355379,Nasdaq:MDWT,0
355429,NYSE:PL,2.69
355766,NYSE:HWG,0
355777,NASDAQ:LOJN,0
355811,Nasdaq:GNTX,32.16
355948,Nasdaq:RELL,11.4
355999,NASDAQ:USTR,0
356028,NASDAQ:CA,0
356037,Nasdaq:CSPI,11.8
356080,NYSE:BLC,0
356130,NASDAQ:EMCI,0
356171,Nasdaq:TCBK,32.36
356213,NASDAQ:PNK,0
356309,NYSE:NJR,43.09
356708,NASDAQ:FRGBQ,0
356858,NASDAQ:FBCI,0
357020,NASDAQ:XCRA,0
357097,NASDAQ:FCSC,0
357173,Nasdaq:OSBC,13.39
357294,NYSE:HOV,111.68
357301,Nasdaq:TRST,27.28
700564,Nasdaq:FULT,15.86
700565,Nasdaq:FMBH,26.84
700733,NASDAQ:NPBC,0
700841,Nasdaq:RCMT,19.44
700863,NASDAQ:SUSQ,0
700923,Nasdaq:MYRG,138.78
701288,Nasdaq:ATRI,457.9
701345,NYSE:LCC,0
701347,NYSE:CPF,16.55
701374,NYSE:SIX,23.87
701719,AMEX:ELA,0
701811,NASDAQ:MENT,0
701818,NYSE:KGC,5.25
701869,NYSE:IHC,0
701985,NYSE:BBWI,36.09
702325,NASDAQ:FMBI,0
702513,NASDAQ:BOCH,0
702902,NASDAQ:HNBC,0
703109,,0
703351,NYSE:EAT,31.14
703361,NASDAQ:IDTI,0
703604,Nasdaq:DSGR,24.62
704051,NASDAQ:INFR,24.08
