CIK,"('exchange_and_symbol', 'variation_0')",market_cap_at_prediction_date
37808,NYSE:FNB,3661608095
37996,NYSE:F,77582900000
38067,,
38074,NYSE:FRX,1290000
38079,NYSE:SOGCQ,
38188,NYSE:FDI,
38264,Nasdaq:FORD,15695448
38725,Nasdaq:FELE,4113911100
38777,NYSE:BEN,15742172000
38984,NASDAQ:RELY,
39020,Nasdaq:FEIM,87413150
39092,AMEX:FRD,65062913
39263,NYSE:CFR,7757605350
39273,NASDAQ:FFEX,
39311,Nasdaq:IBCP,479543639
39368,NYSE:FUL,4127388080
39648,NASDAQ:GK,0
39677,NASDAQ:AVHI,
39899,NYSE:GCI,4066813440
39911,NYSE:GPS,6275440000
40211,NYSE:GATX,3546372000
40417,NYSE:GAM,848143068
40533,NYSE:GD,55292644000
40545,NYSE:GE,77123520000
40554,NYSE:GEK,
40570,AMEX:JOB,53124960
40704,NYSE:GIS,41134972000
40729,NYSE:ALLY,15574526100
40888,NYSE:AJRD,3693096000
40987,NYSE:GPC,18841621600
41091,NYSE:GPJA,27883140000
41133,NYSE:GRB,
41719,NYSE:GLT,731374399
42582,Nasdaq:GT,5416620000
42682,NYSE:GRC,1104487011
42872,,
42888,NYSE:GGG,12873600150
43196,NYSE:GTN,1781250000
43350,NYSE:EGAS,
43410,NYSE:GNI,
43920,NYSE:GEF,3409120000
44545,,
45012,NYSE:HAL,19532800000
45876,NYSE:NVRI,
45919,Nasdaq:HHS,57272960
46012,,
46043,,
46080,Nasdaq:HAS,13243860000
46129,Nasdaq:ALNT,503408838
46195,NYSE:BOH,3192999509
46250,Nasdaq:HWKN,788208655
46619,NYSE:HEI,18365797910
46738,,
46765,NYSE:HP,2449391670
46989,NYSE:HPC,
47111,NYSE:HSY,38741264790
47217,NYSE:HPQ,40754640000
47518,NYSE:HRC,
48287,NYSE:HNI,1688614920
48465,NYSE:HRL,26303699600
48898,NYSE:HUBB,10990432000
49071,NYSE:HUM,58051156800
49196,Nasdaq:HBAN,20995760000
49534,NASDAQ:LPHIQ,
49600,NYSE:EGP,8691859600
49728,NYSE MKT:IEC,
49754,NYSE:DIN,1269389130
49826,NYSE:ITW,73871616000
49930,NASDAQ:IPII,
49938,AMEX:IMO,23418755999
50104,NYSE:ANDV,
50493,Nasdaq:IMKTA,1700186595
50710,,
50725,NYSE:GFF,1272796860
50863,Nasdaq:INTC,201822400000
50934,NYSE:IDC,
50957,NASDAQ:FBN,
51143,NYSE:IBM,114125292000
51253,NYSE:IFF,34576470000
51434,NYSE:IP,17355558000
51548,NASDAQ:ISCA,
51644,NYSE:IPG,13959360000
51939,NASDAQ:CORSQ,
52485,NASDAQ:IPLDP,6172530000
52708,NASDAQ:IOMT,
52795,NYSE:AXE,
52827,NYSE:RYN,5502486504
52969,NYSE:JCLY,
52988,NYSE:J,17180497860
54003,NYSE:JOR,
54056,NYSE:JRN,
54187,Nasdaq:MAYS,85025600
54381,NYSE:KAMN,1109305650
54441,NYSE:FRM,
54480,NYSE:KSU,
54502,,
54507,NYSE:WR,
54991,NYSE:KEI,
55067,NYSE:K,21950170000
55135,Nasdaq:KELYA,665072000
55195,,
55242,NYSE:KMT,2831948820
55362,,
55529,Nasdaq:KEQU,34667783
55772,Nasdaq:KBAL,364917570
55785,NYSE:KMB,47660490000
56047,NYSE:KEX,3420955200
56679,NYSE:KFY,3784658590
56701,Nasdaq:KOSS,112746740
56806,NASDAQ:KRSL,
56868,Nasdaq:PNRG,125500851
56873,NYSE:KR,33859440000
56978,Nasdaq:KLIC,3552825750
57083,NYSE:KYO,22782577950
57131,NYSE:LZB,1498944299
57201,,
57515,Nasdaq:LANC,4387861270
57528,NASDAQ:LNCE,
57725,NYSE:LCI,69990421
58361,Nasdaq:LEE,204503760
58492,NYSE:LEG,5187000000
59255,NYSE:VHI,746985000
59440,NYSE:VGR,2567991763
59478,NYSE:LLY,251268492440
59527,Nasdaq:LECO,7793795690
59558,NYSE:LNC,11777442308
60086,NYSE:L,14432458600
60519,NYSE:LPX,6333360000
60527,NYSE:ELC,
60667,NYSE:LOW,165302260000
60714,NYSE:LXU,426684019
60751,NYSE:LZ,
60977,NYSE:LDL,
61004,AMEX:LGL,54478209
61397,BATS:FMAG,0
61398,AMEX:TELL,1200443240
61442,,
61478,NYSE:ADCT,
61986,NYSE:MTW,591993057
62234,NYSE:MCS,540019200
62362,Nasdaq:MARPS,8620000
62709,NYSE:MMC,85328100000
62996,NYSE:MAS,15615287999
63276,Nasdaq:MAT,7052641049
63296,Nasdaq:MATW,1077177240
63330,NYSE:MLP,184494000
63754,NYSE:MKC,25149098000
63908,NYSE:MCD,195329099000
64040,NYSE:SPGI,2816969088
64463,Nasdaq:SLNH,122451068
64472,AMEX:GENC,166487630
64803,NYSE:CVS,132322079999
64996,NYSE:MCY,2838871170
65100,NYSE:MER,
65172,NYSE:MSB,318160242
65201,NYSE:MPR,
65270,NYSE:MEI,1642197173
65312,AMEX:EVI,366033400
65358,NASDAQ:UCAP,
65433,NYSE:MXF,225753515
65596,Nasdaq:SIEB,67642817
65770,Nasdaq:MVIS,929485200
65984,NYSE:ETR,22053212277
66004,Nasdaq:MSEX,1868500568
66032,,
66382,Nasdaq:MLKN,2582291229
66418,AMEX:MXC,18579189
66570,NYSE:MSA,5475383800
66649,NYSE:MGN,
66740,NYSE:MMM,99958559999
66756,NYSE:ALE,3335784000
66901,NYSE:EMP,22053212277
66904,,
67088,NYSE:MUFG,70102250400
67215,NYSE:DY,2629354938
67279,NASDAQ:MOCO,
67347,NYSE:MOD,498324000
67625,NYSE:MNR,2057260248
67686,NYSE:MON,
67716,NYSE:MDU,5822501000
67813,NYSE:MTS,
67887,NYSE:MOGA,2397572903
68270,NYSE:RT,
68505,NYSE:MSI,43298280000
68622,NYSE:CTBB,12565438080
68709,NASDAQ:MTSC,
69422,Nasdaq:INTG,109986436
69488,NYSE:MYE,690421530
69633,Nasdaq:NSSC,889552160
69733,Nasdaq:NATH,229946200
69891,Nasdaq:FIZZ,4376196810
70145,NYSE:NFG,5693191794
70318,NYSE:THC,7810163500
70415,NYSE:GPX,
70487,Nasdaq:NRC,1034553300
70502,NYSE:NRUC,0
70793,NYSE:NTY,
70858,NYSE:BAC,355055740000
70866,NYSE:VYX,
71508,NYSE:ENJ,215861183
71691,NYSE:NYT,7613529920
71829,NYSE:NR,257002600
71932,NYSE:NMKBP,
72162,NYSE:NL,337208000
72207,NYSE:NBL,
72331,Nasdaq:NDSN,14271521420
72333,NYSE:JWN,3195900000
72423,NASDAQ:NTK,
72444,Nasdaq:VXRT,913331996
72573,NYSE:MOV,874888363
72633,NYSE:NRT,90619217
72741,NYSE:ES,30844052274
72903,Nasdaq:XEL,36311920000
72911,NYSE:NRTLQ,
72971,NYSE:WFC,190300015000
73124,Nasdaq:NTRS,23780488920
73290,Nasdaq:BMRA,52692176
73309,NYSE:NUE,32504524830
73756,NYSE:OII,1090824820
73887,NYSE:VTOL,
74046,NYSE:ODC,212444480
74208,NYSE:UDR,17895495690
74260,NYSE:ORI,7017209213
74303,NYSE:OLN,8350848000
75208,NYSE:OSG,154904546
75252,NYSE:OMI,3097066360
75288,NYSE:OXM,1543356800
75340,Nasdaq:PFIN,19404100
75362,Nasdaq:PCAR,28569565395
75398,NYSE:PAI,145185299
75488,NYSE:PCG,
75677,NYSE:PKG,12144546000
76174,,
76267,NYSE:PKE,263443800
76282,Nasdaq:PKOH,230640000
76334,NYSE:PH,38082970215
76605,Nasdaq:PATK,1696483170
77159,Nasdaq:ROCC,529518990
77281,OTC:PRET,
77360,NYSE:PNR,11445174000
77449,NYSE:PBY,3179355835
77476,Nasdaq:PEP,234307859999
77543,NYSE:TPC,624732860
77597,NYSE:SEH,
77776,NYSE:PHH,
77877,Nasdaq:PDCE,4426669800
78003,NYSE:PFE,342688320000
78066,NYSE:PD,
78128,NYSE:WTRG,11119470600
78150,NYSE:PHI,8038596508
78239,NYSE:PVH,6576504000
78460,NYSE:PNY,
78536,NASDAQ:DINE,
78749,Nasdaq:AGYS,1059854099
78778,NYSE:PJC,
78814,NYSE:PBI,795676000
78890,NYSE:BCO,3057615000
79035,NYSE:POLY,1162299520
79282,NYSE:BRO,18203782800
79879,NYSE:PPG,38145432000
79958,NYSE:PCP,
80035,Nasdaq:PLPC,280435050
80124,NASDAQ:PLFE,
80172,NYSE:NPK,565736820
80257,,
80420,Nasdaq:POWL,326243450
80424,NYSE:PG,380979324000
80661,NYSE:PGR,59338440000
81318,NYSE:YUMA,0
81362,NYSE:KWR,3921736788
81955,Nasdaq:RAND,42984955
82020,Nasdaq:USLM,691446000
82166,NASDAQ:RAVN,
82267,NYSE:RTN,
82473,AMEX:IHT,20585598
82811,NYSE:RRX,10607168000
83402,NASDAQ:REXI,
84246,NYSE:RLI,4939255093
84748,NYSE:ROG,5064300470
84792,NYSE:ROH,
84839,NYSE:ROL,15828958970
85408,NYSE:RDC,
85535,Nasdaq:RGLD,6707203849
85961,NYSE:R,3966697020
85974,NYSE:RYL,
86144,NYSE:SWY,
86312,NYSE:TRV,37430614000
87050,Nasdaq:NEON,107639279
87347,NYSE:SLB,39943410000
87565,NASDAQ:SHLM,
88132,NYSE MKT:SEB,4439991282
88205,NYSE:SPXC,2488036790
88941,Nasdaq:SMTC,5359833180
88948,Nasdaq:SENEA,391694590
89089,NYSE:SCI,11421338140
89140,AMEX:SVT,31945750
89270,NYSE:SLI,1280753681
89439,NYSE:MLI,3123733470
89800,NYSE:SHW,88118625000
90168,AMEX:SIF,35206000
90185,NASDAQ:SIAL,
90498,Nasdaq:SFNC,3105412180
90896,NYSE:SKY,3980037708
91142,NYSE:AOS,12497118986
91419,NYSE:SJM,14638336000
91440,NYSE:SNA,11023089000
91576,NYSE:KEY,20369947900
91767,NYSE:SON,5479436080
91847,NYSE:SOR,349538911
91928,NYSE:SJIJ,2853930240
92103,,
92122,NYSE:SO,27404140000
92230,NYSE:TFC,74039930930
92380,NYSE:LUV,23301120000
92472,NASDAQ:SWWC,
92679,NYSE:SPA,
93284,NYSE:ICB,
93314,AMEX:VNRX,176923773
93389,NYSE:SMP,1099813749
93410,NYSE:CVX,217752149850
93451,NYSE:STL,4595918659
93556,NYSE:SWK,28400113700
93676,NYSE:SCX,66418310
93751,NYSE:STT,32958399799
93859,NYSE:BH,
94049,NYSE:SCL,2664453280
94344,NYSE:STC,1983121528
94845,NYSE:LEVI,9203215242
95029,NYSE:RGR,1146769639
95047,,
95052,NASDAQ:RDEN,
95521,NYSE:SVU,
95552,NYSE:SUP,108314819
95574,Nasdaq:SGC,317113958
95585,,
95953,Nasdaq:ACNT,130012800
96021,NYSE:SYY,36391471724
96223,NYSE:JEF,8911299200
96289,NYSE:RSH,
96536,Nasdaq:TAYD,39371353
96638,NASDAQ:ADVNQ,
96763,NYSE:PULS,0
96793,AMEX:SSY,12018310
96831,NASDAQ:TECUA,
96869,NYSE:TRC,473795546
96885,OTC:TIKK,10028131
96943,NYSE:TFX,14635627599
96966,NYSE:TDJ,
97134,NYSE:TNC,1421968237
97196,NASDAQ:AMIC,
97210,Nasdaq:TER,25685921600
97216,NYSE:TEX,2829820000
97472,NYSE:TXI,
97476,Nasdaq:TXN,170237760000
97745,NYSE:TMO,255832080000
98222,NYSE:TDW,434285310
98246,NYSE:TIF,
98338,Nasdaq:TSRI,16301051
98362,NYSE:TKR,4851348251
98677,NYSE:TR,2484720773
99197,NYSE:TAI,
99302,Nasdaq:TRNS,657762120
99359,NYSE:BZC,
99614,NYSE:TY,1656712936
99780,NYSE:TRN,2886660000
100378,Nasdaq:TWIN,145591200
100493,NYSE:TSN,30712080000
100517,Nasdaq:UAL,13308624907
100591,NYSE:AGX,581612150
100726,NYSE:UFI,395024740
100885,NYSE:UNP,154105856000
100979,,
101063,NYSE:CQB,
101199,Nasdaq:UFCS,559581740
101295,Nasdaq:UG,75117115
101382,Nasdaq:UMBF,4789242016
101538,AMEX:UAMY,55881656
101542,,
101594,Nasdaq:USEG,15497344
101778,NYSE:MRO,11040980000
101829,NYSE:RTX,120775215000
101830,NYSE:S,
101984,Nasdaq:UEIC,529174499
102037,NYSE:UVV,1315221329
102109,AMEX:UUU,8303264.33
102212,Nasdaq:UVSP,832859051
102426,NYSE:STEW,
102499,NASDAQ:GEOW,
102729,NYSE:VMI,4935213910
102752,Nasdaq:VSEC,736841570
103145,Nasdaq:VECO,1276879460
103379,NYSE:VFC,26584378700
103595,Nasdaq:VLGEA,314224060
103730,NYSE:VSH,2907350250
103872,NYSE MKT:VOLT,55639836
104169,NYSE:WMT,388646399999
104207,NYSE:WAG,
104375,,
104777,NYSE:ALTV,
104889,NYSE:GHC,2750807240
104894,NYSE:ELME,2136220313
104897,NASDAQ:WSCI,
104918,NYSE:AVA,2912809087
105016,NYSE:WSO,10567982365
105132,Nasdaq:WDFC,3331246870
105319,Nasdaq:WW,1104773580
105418,NYSE:WMK,1748936763
105634,NYSE:EME,6396901260
105744,AMEX:GBR,13548480
105770,NYSE:WST,32663831999
106040,Nasdaq:WDC,17440800000
106374,,
106455,NASDAQ:WLBA,
106532,Nasdaq:WEYS,212348780
106535,NYSE:WY,28578282480
106640,NYSE:WHR,13672557000
107140,NYSE:WLY,2929315590
107263,NYSE:WMB,30811251900
107559,,
107687,NYSE:WGO,2171029000
108312,Nasdaq:WWD,6482908500
108385,Nasdaq:WRLD,1667370503
108516,NYSE:WOR,2445660840
108985,Nasdaq:YORW,633544942
109156,NYSE:ZLC,
109177,NYSE:SPB,3929695000
109198,NYSE:TJX,86976000000
109380,Nasdaq:ZION,9498832200
109563,NYSE:AIT,3732154800
109657,Nasdaq:GTBP,101360246
109747,,
110390,NYSE:UN,
110430,NYSE:FTO,
110471,NYSE:WWW,2263975035
110621,NYSE:RPM,12245424530
200245,,
200406,NYSE:JNJ,441008878750
201283,NYSE:TLM,
201461,NYSE:CYN,
201533,,
202058,NYSE:LHX,39414102000
202467,,
202890,NASDAQ:ARS,
203077,NYSE:STJ,
203248,NYSE:SUG,
203527,NYSE:VAR,
203596,Nasdaq:WSBC,2151038901
215419,NYSE:CKP,
215466,NYSE:CDE,1258218000
215829,,
215994,,
216039,NYSE:GRBEQ,
216085,NYSE:HVT,499127700
216108,NYSE:NFS,
216228,NYSE:ITT,8237940000
216539,NYSE:MEG,
216851,NYSE:PEO,378710909
216934,,
217346,NYSE:TXT,15671025000
217410,NYSE:UL,136572747000
225208,,
225263,NYSE MKT:NEWP,468165677
225635,NYSE:BIE,
225648,NYSE:CVA,
230119,NASDAQ:CRBC,
230498,NYSE:RKT,
230557,Nasdaq:SIGI,4744334833
275053,Nasdaq:NATR,357636280
275119,NASDAQ:BYLK,
275694,NYSE:MCI,323021234
275880,NYSE:PSN,3209627200
276209,NASDAQ:CTWS,
276463,NYSE:XOVR,
276720,Nasdaq:PCYO,329471380
277058,NYSE:UWN,
277135,NYSE:GWW,25396227000
277375,NASDAQ:DGAS,
277509,NYSE:FSS,2458144000
277595,NYSE:EGN,
277807,,
277948,Nasdaq:CSX,79447500000
278041,NYSE:ISH,
278130,NYSE:PIR,
278165,Nasdaq:OMQS,48768466
278166,Nasdaq:CVCO,2643185676
310056,NYSE:VII,
310142,NYSE:SXT,3995631919
310158,NYSE:MRK,193088070000
310354,NYSE:SXI,1241324280
310568,NASDAQ:MSCC,
310764,NYSE:SYK,93483621000
311046,,
311094,Nasdaq:WABC,1489915400
311337,NYSE:SU,33541200000
311471,NASDAQ:APAGF,
311817,NYSE MKT:HMG,23875536.32
312069,NYSE:BCS,40948800000
312070,CBOE:ATMP,0
313041,,
313143,NYSE:HAE,2554700000
313216,NYSE:PHG,31034603886
313364,NYSE:MTR,10305652
313395,NASDAQ:TXCOQ,
313616,NYSE:DHR,224905924000
313716,NASDAQ:HDNG,
313807,NYSE:BP,84647650491
313838,NYSE:SONY,147463385550
313927,NYSE:CHD,24205916000
314203,NYSE:MUX,399492689
314227,Nasdaq:TOMZ,34551818
314423,NYSE:RNDY,
314489,Nasdaq:BUSE,1443320928
314590,NYSE:SSL,9465873000
314606,NYSE:GEOKQ,
314712,,
314808,NYSE:VAL,2570250000
315131,NYSE:PHX,70562047
315189,NYSE:DE,104104084000
315213,NYSE:RHI,11714406460
315293,NYSE:AON,65279843999
315374,Nasdaq:HURC,191467040
315449,NYSE:UQM,
315545,OTC:PVCT,21812457
315709,Nasdaq:IBOC,2532208897
315849,NYSE:SGB,
315852,NYSE:RRC,4356305100
315858,NYSE:BVH,649834900
316206,NYSE:HOT,
316253,NYSE:ENZ,155110400
316300,NYSE:XCO,
316709,NYSE:SCHW,152646560000
316736,NYSE:FPP,1813770
316793,NYSE:IRF,
316888,AMEX:ASM,81130699
317540,Nasdaq:COKE,5538224510
317788,Nasdaq:APPS,5400895120
317891,,
318154,Nasdaq:AMGN,123634380000
318306,Nasdaq:ABEO,32394180
318673,Nasdaq:SNFCA,174007842
318771,NYSE:DNA,
318833,NYSE:TISI,33899000
318996,NYSE:KEGX,
319156,NYSE:CBNR,
319201,Nasdaq:KLAC,58307260500
319240,NASDAQ:IRIS,
319458,AMEX:ENSV,10770210
319654,NYSE:PBT,387785182
319655,NYSE:SJT,274991896
319815,NASDAQ:MXWL,
320017,Nasdaq:LSTA,49234800
320121,Nasdaq:TLS,986317640
320187,NYSE:NKE,247871419999
320193,Nasdaq:AAPL,2782495149000
320335,NYSE:GL,8732766987
320340,NYSE:CCRD,344898165.1
320345,NASDAQ:MCRS,
320387,NASDAQ:FMFC,
350698,NYSE:AN,8203552000
350737,NASDAQ:OBCI,76550406
350797,NYSE:EV,
350846,NYSE:STS,
350852,Nasdaq:CTBI,745118520
350868,Nasdaq:ITI,158325420
350894,Nasdaq:SEIC,8109754800
350907,NASDAQ:THOR,
351483,NASDAQ:ASMI,20090663776
351569,Nasdaq:ABCB,3239002800
351789,Nasdaq:ELSE,19439357
351817,NYSE:SBOW,277708060
351834,Nasdaq:STKL,722404930
351903,NASDAQ:EPHC,
351998,Nasdaq:DAIO,37932400
352363,NYSE:KATE,
352541,NASDAQ:LNT,15006472000
352613,NASDAQ:TALL,
352747,NASDAQ:UGNEQ,
352825,Nasdaq:FSTR,135974400
352915,NYSE:UHS,9820264880
352955,AMEX:CKX,23109318
352988,,
353020,NASDAQ:AEGN,
353024,BATS:PXUS,0
353184,Nasdaq:AIRT,65908639
353230,NYSE:OCR,
353278,NYSE:NVO,237280407000
353646,,
354190,NYSE:AJG,34132735220
354647,Nasdaq:CVBF,2821923477
354655,NASDAQ:BOLT,
354707,NYSE:HE,4415071290
354869,NASDAQ:FMER,
354908,NASDAQ:FLIR,
354950,NYSE:HD,410427600000
354963,Nasdaq:SHEN,1297192320
355019,Nasdaq:FONR,96737040
355379,Nasdaq:MDWT,57633236
355429,NYSE:PL,
355766,NYSE:HWG,
355777,NASDAQ:LOJN,
355811,Nasdaq:GNTX,7819493445
355948,Nasdaq:RELL,154302270
355999,NASDAQ:USTR,
356028,NASDAQ:CA,
356037,Nasdaq:CSPI,34083000
356080,NYSE:BLC,
356130,NASDAQ:EMCI,
356171,Nasdaq:TCBK,1200543918
356213,NASDAQ:PNK,
356309,NYSE:NJR,3869421520
356708,NASDAQ:FRGBQ,
356858,NASDAQ:FBCI,
357020,NASDAQ:XCRA,
357097,NASDAQ:FCSC,
357173,Nasdaq:OSBC,419757156
357294,NYSE:HOV,717280800
357301,Nasdaq:TRST,625917500
700564,Nasdaq:FULT,2615195960
700565,Nasdaq:FMBH,748980558
700733,NASDAQ:NPBC,
700841,Nasdaq:RCMT,71178078
700863,NASDAQ:SUSQ,
700923,Nasdaq:MYRG,1724246960
701288,Nasdaq:ATRI,1256523000
701345,NYSE:LCC,
701347,NYSE:CPF,745615129
701374,NYSE:SIX,3457368460
701719,AMEX:ELA,108237016
